"","cdc28_13_37_2h_rep1_Aligned.sortedByCoord.out.bam","cdc28_13_37_2h_rep2_Aligned.sortedByCoord.out.bam","cdc28_13_37_2h_rep3_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep1_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep2_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep3_Aligned.sortedByCoord.out.bam","WT_37_2h_rep1_Aligned.sortedByCoord.out.bam","WT_37_2h_rep2_Aligned.sortedByCoord.out.bam","WT_37_2h_rep3_Aligned.sortedByCoord.out.bam","WT_37_8h_rep1_Aligned.sortedByCoord.out.bam","WT_37_8h_rep2_Aligned.sortedByCoord.out.bam","WT_37_8h_rep3_Aligned.sortedByCoord.out.bam"
"tK(CUU)G2",0,0,0,0,0,0,0,0,0,0,0,0
"YGL221C",26,26.17,16,11,10,9,20,24,19,20,20,20
"YGL108C",3.5,3,1,1.33,1,1.5,2,4,3,2.5,3,6
"YGL069C",2,4,6,1,1.5,1.5,2.5,1.5,6,5.5,5.5,5.5
"YGL135W",204,169,199,17,9,14.5,188.5,229.5,171.33,224,250.5,220
"YGR253C",23,22.5,25.5,7,4,7,26,28,22,34,33,28
"YGL053W",7,6.5,10.5,4,2,4,3.5,5,7.5,3.5,4.5,12
"YGL101W",1,0,0,3,0,0,3,3,4,7,4,6
"YGR271C-A",8,10,14,1,0,1,4,10,9,9,6,11
"YGR267C",23,24,17,7,7,7,15,24,15,24,20,21
"YGR234W",250,259,288,97,101,90,269,292,235,239,278.5,256
"YGL251C",12,23.93,19.14,12,3.18,6,10,7.18,9.75,9,13.18,10
"YGL141W",19,15.5,20,12,13,7,18.5,15,18,12,15.07,18
"YGL245W",219,201,213,28,7,17,181,168,171,187,206,229
"YGL007W",1,0,1,0,3,1,0,0,0,1,2,1
"YGL005C",4,3,12,0,2,1,5,5,6,3,2,4
"YGL215W",102,91,121,76,51,45,76,81,63,98.5,145.55,93
"YGR173W",15,9,13,5,2,3,9,13,9,19,18,20
"YGL249W",0.5,0.5,1,0,2,1,1,1.5,3,0.5,3,2
"YGR161W-C",2,3,1,4,0,0,2,1,1,1,0,0
"YGR229C",31,36.5,37.5,13,7,4,37.5,52,45,51.5,61.5,48
"YGR070W",23,25,32,78,48,60,16.5,16,14,11,13,15
"YGR135W",24,25,23,10,8,7,15,28,15,15,33,31
"YGL014C-A",0.5,2,1.5,0.5,0.5,0,2.5,0.5,0,1,2.5,3
"YGR225W",2,1,1,4,2,3,0,0,0.5,2,4,1
"YGL258W",2,1,0,1.5,0,1,0,1,0,1,1,0
"tT(UGU)G1",0,0.33,0,0.33,0.33,0.67,0.33,0,0.33,0.67,1.33,1.17
"YGL139W",34,25.75,23,5,6,5,19,29,32,30,29,23
"YGL172W",12,17,7,5,3,5,9,22,13,14,16,21
"YGR088W",6,3,3,140,93,112,0,5,2,2,2,6
"YGL126W",10,11,11,3.5,3,7,5,7,13,3,11,13
"YGR140W",13,16,11,7,6,9,13,24.5,11,17.5,14,24
"YGR129W",3,8,7,0,0,1,3,3,2,6,6,2
"YGL027C",31,23,32,7,4,5,42,32,33,34,34,37
"tL(CAA)G2",3.43,3.8,4.43,4.49,3.27,3.1,2.54,2.4,2.01,3.43,4.13,3.15
"YGL231C",16,14,19,11,9,13,13,19,11,14,14,12
"YGL019W",9,14,18,4,1,6,14,16,14,9,25,20
"tR(UCU)G3",0,0.12,0,0,0,0,0,0.5,0,0,0,0
"YGR017W",10.25,9.5,11.33,2.5,3,1.5,3,17.5,13,15,17.5,12.5
"YGR107W",0,0,0,0,0,0,0,0,0,0,0,0
"YGL039W",7,8,7,12.75,5,7,2,12,1,7,4,4
"tL(CAA)G3",3.43,3.8,4.43,4.49,3.27,3.1,2.54,2.73,2.01,3.93,4.13,3.15
"YGL123C-A",70.53,79.75,68,5,5,4,74.25,97,63.5,83.5,95,86
"YGL002W",3,6,8,4,1,2,6,8,6,6.5,5,5
"YGR044C",8,4,6,28,21,17,22,12,15,11,19,12
"YGR193C",20,21,26.25,4,6,4,17,20,13,15.5,14,23
"YGL033W",0,0,1,1,0,0,0,2,1,1,1,0
"YGR165W",16,17,20,4,1,2,9,17,9,16,11,11
"YGL030W",106,110,127,11,9,6,117,153,117,146,143.5,158.5
"YGL128C",3,4,4,2,4,2,2,0,4,7,7,2
"YGL063C-A",0.5,1,1,0,0,0,0,0.5,0,0,0,0.5
"YGL007C-A",0,0,0,0,1,1,0,0,0,0,0,0
"YGL175C",2,2,3,5,1,2,4,3,2,4,5,4
"YGL223C",9,10,10,0,1,2,5,5,6,7,3,20
"YGR190C",6,5.5,6,1,2.5,3,3.5,6.5,5,9,7.5,6
"YGL004C",6,3,4,6,1,5,1,4,1,8,5,5
"YGL148W",51,40,40,3,2,8,38,59,47,41,70,58
"YGR281W",86,107,93.5,50,55,47,81,103.08,110,110,108.81,90
"tH(GUG)G2",4.98,5.04,4.43,7.04,3.13,2.86,2.43,2.57,1.71,3.29,4.57,3.21
"tF(GAA)G",1.98,1.98,0.81,0.33,0,0.33,0.17,1.79,1,2.17,1.64,1.08
"YGR078C",11,10.12,7,4,2,0,13,9,10,19,16,19.1
"YGL133W",34,38,32.75,47.5,48,28,40,42,38,39,40,41
"tV(AAC)G2",0,0,0,0.11,0,0,0,0,0,0,0,0
"YGR295C",15.37,25.03,27.18,18.33,16.24,17.39,16.04,19.35,22.68,14.5,13.93,10.73
"YGR048W",10,7,7,6,4,3,9,7,8,12,8,11
"YGR065C",12,6,10,15,9,4,8,9,7,5,6,8
"YGL051W",2.25,4,2.5,0.5,1,1.5,5,4,2,4.33,4.5,3.5
"YGL220W",9,9,3,2,1,1,7,12,3,9,11,7
"YGR019W",27,23,21,43,40,44,12,18,24,17,31,19
"YGL010W",1,1,1,4,2,2,0,0,0,4,4.17,2
"YGL090W",5.5,4,8,2,3,2,5.5,6,1,2.06,8.07,3.5
"YGR054W",81,66,90,15,18,15,77,81,75,77,114,106
"YGR174W-A",0,0,0,0,0,1,0,0,0,2,0,0
"YGL032C",9,6,9,4,1,0,3,2,2,7,5,9
"tE(UUC)G2",0.92,1.49,0.38,0.12,0.44,0.12,0.57,0.12,0.58,0.07,0.71,0
"YGL179C",3,4.64,2.21,9,6.14,4,5,9.14,5,7,4.14,7
"tE(UUC)G3",15.08,22.67,19.78,8.41,3.69,9.28,12.69,20.87,9.49,8.81,9.18,7.42
"YGR002C",5,6,7,10,3,6,3,8,9,3,14,12
"YGL134W",3,3,6,6,3,1,3,8,2,3.5,7,7
"YGL235W",1,1,0.5,0,0,1,1,0,1,1,0.5,1
"YGL006W",26,18,23,27.5,17,17,32,34,36,29,25,15
"YGR028W",8,6,14,3,3,4,2,6,7,8,11,5
"YGR283C",16,12,14,12,5,4,10,13,9,15,15,15
"YGR249W",4,5,4,6,8,5,4,2,4,3,8,3
"snR82",168,152,180,158,89,110.5,189.75,185,154,158,156,132.5
"snR7-L",97,91.83,93.5,371,248.33,387.92,96,111.33,87,141.5,140.83,133.42
"YGL232W",17,16,13,4,0,0,11.17,16,12,11,17,19
"YGL157W",28,19,27,10,3,9,13,21,19,24,22,28
"YGL118C",0,0,0,0,0,0,0,0,0,0,1,0
"YGR012W",7,7,4,5,0,3,8,7,14,8,12,13
"YGR242W",1.5,3.5,2,0,0.5,1,1,2,0,0,0,2.5
"YGR014W",48,54,57,37,17,22,68,80,64,50,81,76.5
"YGR038C-A",2.21,2,1.76,2.26,2.6,1.21,1.52,3.28,0.65,3.17,4.42,4.94
"YGR161C-C",0.59,0.5,0.27,0.31,0.66,0.78,0.07,0.48,0.21,1.44,0.76,1.83
"YGR027W-A",15.42,14.75,15.27,15.8,10.97,8.65,11.6,11.84,10.59,14.69,15.24,14.26
"YGR109W-A",1.75,1.5,1.5,2.25,1.25,1.75,1.25,1.5,1.25,1.5,3.5,2
"YGR027W-B",160.32,158.52,171.7,173.42,111.17,114.99,123.75,156.77,116.39,162.99,180.6,165.71
"YGR038C-B",40.11,36.33,39.49,44.33,30.74,30.82,27.21,32.72,22.59,33.05,48.16,49.71
"YGR161C-D",131.6,135.23,139.59,151.69,119.41,101.18,61.73,76.34,68.18,119.93,146.93,126.26
"YGR161W-A",67.91,68.81,67.19,84.46,61.05,58.22,42.2,47.24,37.58,31.59,39.33,38.38
"YGR109W-B",18.64,24.75,25.33,24.04,16.23,15.49,20.87,29.48,21.39,20.39,31.48,21.5
"YGR161W-B",205.68,204.65,221.21,238.82,169.91,171.24,139.51,146.64,123.92,93.51,121.97,114.12
"YLL050C",40,33,39.5,3,6,9,46.88,41,38.67,42,57.5,55
"YLL032C",5,12,9,5,5,3,10,10,10,13,11,14
"YLR466W",1.42,1.86,1.72,0.99,0.76,1.06,2.17,2.49,1.54,3.02,2.49,3.47
"YLR054C",5.17,4.33,3.17,2.58,2.17,3.17,5.33,5.17,3.07,5.5,5.46,2
"YLR437C",3,2,1,0,0,1,6,2,6,6,8,6
"YLR217W",23.5,16.5,13,25,16,18.5,12.75,8.5,3.5,8.5,13.5,8.5
"YLL056C",2,1,1,1,1,2,4,0,2,1,2,1
"YLR128W",3,3.67,2,2,0,1.67,2,1,2.33,1,3.33,6
"YLR279W",2.05,0,0.37,0.08,1.08,0.33,0,0.33,0.56,0.33,0.75,1
"YLR075W",226.19,250.15,215.28,46.99,33,38.5,227.5,279.12,216,245.87,300.96,290.23
"YLR052W",11,7.16,7,8.17,5.17,2,7,12,13,14,12,13
"YLR159C-A",2097.19,2614.79,2357.23,2818.07,1742.26,2012.32,1723.34,1990.42,1332.74,2248.57,2297.65,2048.33
"YLR025W",10.23,12.72,10.15,13.13,9,7.13,9.22,9.07,8,12.07,14.29,17.07
"YLR049C",8.58,5.62,3.77,13.82,15,19.72,11.17,12.58,7.75,7.46,8.46,9.04
"YLR308W",0.11,0.33,0.28,0.11,2,0.83,0.33,0.71,1.12,0.82,0.33,2.4
"YLR032W",26.03,30.31,28.9,22.38,15.82,16.65,30.2,36.36,21.4,28.18,27.81,38
"ETS2-2",2.96,3.9,2.66,1.83,1.82,2,3.74,2.46,3.7,0.84,2.9,2.69
"YLR251W",2.5,0.11,2.61,9.17,5.31,11.17,3.37,1.5,0.11,2.11,1.15,3.11
"YLR321C",6.14,3,6,0,1.5,3,7.5,15.5,7.75,9.64,8.64,8.5
"YLR327C",4,2,5,167,111,156,1,1,2,1,6,0
"YLR154C-H",2097.62,2615.63,2357.79,2818.1,1742.96,2012.77,1724.37,1991.47,1333.23,2248.9,2299.47,2049.32
"YLR247C",37.34,28.8,32.64,14.62,8.62,14.91,42.86,39.4,25.55,38.82,41.45,38.35
"YLR167W",309.37,268.33,315.83,27,20.83,16.17,355,399.75,309.17,377.17,950.84,389.42
"YLR220W",10.33,12.61,18,13.72,8,5.67,17.58,13.15,6.61,9.56,12,17
"YLR455W",7,9,5,4,7,4,5,5,3,7,5.5,4
"YLR282C",1.28,0.5,0.25,0.61,1.18,0.5,0.5,2,0.12,0.5,2.71,0.25
"YLR094C",7,9.67,7.18,8.18,6,6.33,8,5.33,14.25,14.29,11.17,9
"YLR272C",11.11,15.19,25.1,16.11,19.05,17.75,25.4,31.56,19.66,25.31,28.84,23.77
"YLR264C-A",30,26.17,31,9,6,7,27,31,24,38,37,25
"YLR338W",1.5,3,4,4.5,2.5,3,1.5,6,3.5,2.5,4.5,4.5
"YLR181C",6.21,8.18,7.71,3.42,5.41,6.44,8.71,12.23,13.25,7.4,9.92,7.4
"YLR458W",0,0,0,1,1.5,0,0.5,0.5,0,0.67,0.5,0
"YLR180W",72.32,78.08,71.32,44.58,24.49,27.08,51.41,61.8,58.08,61.34,68.27,80.12
"YLR250W",23,14,14,15.11,10,12,12,16.18,14,12,17,17.11
"YLR222C-A",1.11,0.5,3,1,1,1.5,0.65,1,0,2,1,0
"YLR424W",5,9,7,4,2,2,8.17,2,4,5,11,5
"YLR253W",17,17.82,20.17,9.62,4.33,5.23,9.11,17.7,12.12,19,23.53,22
"YLR390W-A",93,71,71.83,96,72,58,70,83,49,85.75,96,81
"YLR233C",6.81,2.33,5.83,2.23,3.5,0.83,9.19,9.78,9.64,10.71,8,4.3
"YLR347W-A",1,3,4,1.5,0.5,0.5,3.5,4.5,2,3.5,2.5,2
"YLR117C",10.66,11.29,10.11,6.24,5,6.29,11.14,10.65,8.53,20.17,15,11.72
"YLR110C",481,536,503.5,124,75.17,75,729,868.5,635.5,754,926.75,937.5
"YLR072W",10.11,17.17,16.78,10.74,6.11,7.52,13.82,13.25,13.17,9.58,12,14.86
"YLR069C",37.1,27,36.15,9.48,8.07,15,13.41,29.59,20,29.15,34.87,43.47
"YLR403W",35,21,25,10,9,4,36,39,35,29,41,27
"YLR008C",11,11,10,2.07,1,2.07,4,11,8,14.04,21,21.15
"YLR231C",8.83,7.83,13.2,1.39,1.22,0.85,5.33,5.42,7.5,8.17,7.28,3
"YLR264W",16,22.15,26,5.29,3,3,14,19.33,11.1,15,26,34.5
"YLR164W",0.22,1.07,0,1.94,0,0,2.5,0.5,0,2,0.17,2.01
"YLR079W",9,6,8.33,33.17,16.29,16.17,8.23,17.17,9,9.17,11.5,11
"YLR103C",9.85,5.1,4.39,0.26,6.41,3.5,8.26,12.54,4.39,9.49,6.06,9.24
"YLR170C",2,1,1.5,0,0,1.25,3.5,1.56,1,0.61,2.27,2.5
"YLR228C",7.92,5.01,6.06,12.69,10.52,9.96,12.1,11.58,5.24,14,18.96,10.25
"YLL036C",11,14,16.5,13,7,5,9,18.5,15.5,11.5,17,18.5
"YLR467C-A",0.47,0.52,0.21,0.21,0.11,0.21,0.74,0.46,0.43,0.39,0.33,0.6
"YLR198C",12.25,16.12,19,2.5,1,1,15,24.5,18.5,24.25,29.62,24.25
"snR61",11,8,4,12,4,4,8,2,4,4,4,7
"YLR411W",4,0,0,2,0,1,0,1,0,4,3,2
"YLR056W",76.31,76.28,90.4,14.33,12.07,19.4,92.67,109.42,79,78.17,100.08,81
"YLR429W",38,36.5,35.5,25,18,19,35,54,35.5,45,62,56
"YLL060C",4.06,5,2,6,5,6,0,2,2,2.08,2,3
"YLR310C",43.87,49.48,51.47,23.83,19.77,17.44,60.32,68.56,53.32,57.72,61.96,66
"YLR342W",817.5,747,803,256.75,181,171,765,906,735.67,740,877.5,782.54
"YLR017W",20,12,26,4,1,7,20,23,22,15,31,21.33
"tL(UAG)L2",0,0.33,0.25,0.5,0,0,0.29,0,0,0.83,0.33,0.5
"YLR304C",215.09,202.93,217,153.56,101.97,121.83,132.94,139,126.67,98.96,106.71,98.42
"YLL052C",2.5,3,2,5,0,4,2,1.5,0.5,3,1,1
"YLR027C",43.31,79.24,65.03,15.93,10.78,13.25,48.03,61.53,50.47,52.56,59.22,41.44
"YLR214W",9.17,16,15,8.81,4.67,7.15,38.46,33.67,32.58,35.28,45.76,51.4
"ITS2-2",1612.67,1531.31,1527.41,847.99,644.21,663.33,1634.59,2020.52,1601.67,1608.91,2114.17,1817.06
"YLL062C",4,3,1,5,2,2,4,0,6,2,6,4
"YLR378C",62.63,66.13,49.54,14.04,14,14.5,72.54,75.13,83.5,64.68,84.71,81
"YLR023C",26,18,18,14,7,9.92,16,27,23.15,29,34,29.33
"YLR425W",8,11,13,14,11,8,16,18,19,18.17,19,20
"YLR073C",15.15,10.65,6,4.39,4,7,15,25,7,11.15,24,24
"YLL008W",53,58,63.33,13,10,13,59,71,39.5,56,91.5,75
"YLL063C",0,1,1,2,0,1,3,2.25,1,0,1,3
"YLR449W",49.5,53,68,29,18,11.5,56.25,69,54,46.33,66.5,64.25
"YLL046C",0,0.5,0,3.5,4.5,2.5,1,0,0,0,0.5,0
"YLR089C",40.43,37.17,31.79,22.87,19.67,15.94,29.17,32.93,29.92,44.86,51.74,46.79
"RDN18-1",431240.57,413893.76,449599.66,452427.93,336922.61,362362.19,395207.41,465689.46,376485.25,398438.24,497770.13,455889
"YLR020C",21,23.71,17.88,9.17,8,9,16.17,24.08,11,26,31.08,19.08
"YLR190W",18.6,15.24,12.83,8.5,5.11,6.31,29.57,41.21,32.43,30.5,42.76,37.63
"YLR045C",6.39,9.57,7.53,10.35,6.61,6.11,31,24.92,20.8,28.39,39.66,29.33
"YLR285W",9.29,7.11,5.65,4.12,1.75,1,15.61,11.28,6.36,16.11,9,9.57
"YLR322W",1.14,0,0,0,0,0,0.5,0.5,0.5,1.64,0.64,0.5
"YLR276C",47.15,39.75,47.17,6.58,5.33,4.56,42.17,43.06,36.06,38.06,46.93,47.31
"YLR346C",1,0,0,0,0,0,0,0,0,0,0,0
"YLR156W",0,0,0.15,0,0.12,0.19,0.25,0.58,0.79,0.25,0.22,1
"YLR135W",8.84,10.43,9,10.19,12.02,8.37,8.93,9.81,9.6,10.52,8.66,7.56
"YLR261C",0.5,2.5,4.5,1.5,1,0,2,2.62,3,2.25,1.57,5.07
"YLL066C",1.71,2.2,2.27,1.9,1.23,1.02,2.53,3.71,2.59,1.56,2.81,2.06
"YLR077W",16.49,9.2,13.48,7.07,7,2.2,14,12.44,11.15,18.15,26,17
"YLR144C",77.18,64.91,13.87,7.33,7,12.29,10,14.31,14.77,69.35,73.08,26.3
"YLR414C",16,13,21,32,12,15,13,24,27,15,19.25,19
"YLR030W",1.33,1.13,6.13,2.62,2.12,2,1.52,0.48,0.12,1.25,0.43,1.35
"YLR301W",23.33,22,18.32,3.08,3.08,3.25,17,25,16.08,18,22.25,25.11
"YLR252W",1.5,1.1,0.5,3,2,5.13,1,2.5,0,1.67,1.33,0.13
"YLR427W",9,12,18,14,4,8,10,18,18,15,24,11
"YLR200W",8.28,4,5,3,1,2,7,6,6,6,11.28,5
"YLR150W",307,292.19,294,25.67,18.33,18.33,283.83,316.44,248.44,310,339,316.83
"YLL021W",42,41,24,26,20,17,75.25,58,66,41,57,52
"YLR078C",7.17,12.17,5,8.33,5.17,7,9,13,10.17,8.17,9,1
"YLR153C",146.6,153.02,178.54,64.75,36.33,55.44,184.55,187.36,148.44,144.64,173.88,160.51
"YLR404W",1,1.5,6,1,1,1,5,3,0,4,2,3
"YLR014C",66.06,77.28,70.58,41.02,30.17,23.34,42.62,50.88,40.87,60.78,70.75,69.65
"YLL005C",14,5,11,2,2,8,4,7,8,9,8,9
"tQ(UUG)L",1.11,1.43,0.51,1.25,0.96,0.95,0.98,0.57,0.25,0.22,1.27,0.1
"YLR262C",6.5,5.5,4.5,1.78,1.07,0,4,4.62,5,5.25,5.74,6.07
"YLR296W",1.33,0.36,0.79,0.58,0.33,0,0,0.82,0,0,0,0.65
"YLR234W",3.71,5.67,3.7,0.9,1.75,2.7,9.75,9.77,6.5,8.6,12.68,7.26
"YLR096W",48.28,40.53,48.84,30.34,23.18,23.2,51.96,75.93,53.29,52.11,69.33,67.7
"YLR271W",2.97,3.15,4.48,5.34,8.86,8.23,3.72,1.65,0.17,3,2.98,2.29
"YLR033W",13.1,14.62,10.22,4.22,4.48,1.26,9.44,11.89,9.22,22.33,15.44,17.62
"YLR278C",35.92,39.47,29.68,29.62,29.71,31.11,37.07,49.68,33.55,28.54,61.52,43.42
"YLL055W",4,1,2,6,8,7,2,2,3,2.17,3,1
"YLR266C",6.4,5.43,11.39,4,5,3,8.62,6.12,6.42,5.58,3.31,9.46
"YLL030C",0,0,0,0,0,0,0,0,0,0,0,0
"YLR323C",1,5,7,0,0,4,8,2,3.5,3,5.25,3
"YLR007W",11,11,16.25,5,10,10,15,14,5,10,18,13
"YLR406C-A",0,0,0,0,0,0,0,0,0,0,1,0
"YLL015W",38,55,61,33,23,19,41,41,35,40,43,50
"YLR343W",4,9,3,2,2,1,5,3,3,2,5,6
"YLR269C",5.5,7.75,3,1.61,4.11,1.11,3.11,5,4,6.79,9.87,4
"tN(GUU)L",0.6,0.8,1,0.4,0.1,0,0.9,0.4,0.35,0.5,0.4,0.4
"YLR210W",11.67,5.67,4.17,4.83,4.17,3.33,6.61,9.94,3.88,4.67,13.65,8.17
"YLR058C",52.33,57,67.62,183.81,138.33,128.17,50.94,47.33,41,56.29,61.17,72.17
"YLR145W",0.64,4.44,5.15,2.56,2,1.35,6.22,0.39,6,4.43,4.19,5.59
"YLR080W",7.22,2.42,4.33,10,3.09,4,5.33,3.33,4,5,5.5,2
"YLR443W",9.5,12.5,14.5,12,4,2.5,7.5,9,17,9.5,3,11
"YLR325C",94,104,89,16,10,9,93,120,90,123,127,120.75
"YLL006W",7.25,8,8,5,5,1.05,6.75,5,12,10,5.06,10
"YLR074C",17.12,24.15,15.21,6.06,7,6,16.4,13.37,8,14.06,23.08,26.1
"RDN5-5",2097.19,2614.54,2357.23,2818.07,1742.26,2012.32,1723.34,1990.42,1332.74,2248.57,2297.98,2048.33
"YLR311C",0,0,0.11,1,0,1.11,0,0.17,0,0,0.33,0
"YLR191W",3.42,7.67,10.17,3.67,7.42,6.4,3.75,6.83,5.33,2.1,15.04,5.03
"YLR235C",0,0,0,0,0.5,0.17,0.62,0.55,0.58,0.22,1.62,0.5
"YLR364C-A",0,0,0.5,0,0,0.5,0,0,0,0,0,0
"ITS2-1",1610.89,1529.28,1525.45,846.16,643.21,662.41,1632.76,2018.34,1599.94,1606.82,2111.71,1814.96
"YLR288C",5.36,9.2,2.44,1.4,4.33,1.67,3.18,3.41,3.45,3.92,3.45,10.42
"YLL001W",21,12,15,13,14,11,19.92,16.5,16,24,22,20
"YLR409C",62,38.17,55,5.25,6,2,76,65.25,54,65.12,90.07,81.67
"YLR099C",7.17,11.61,8.84,6.17,3.2,6.28,7.78,18.33,18.51,10.15,17.08,11.33
"YLR131C",13.49,9.62,18.58,15.3,11.22,10.62,18.66,16.81,14.69,15.56,22.03,22.91
"YLR362W",11,11,12,8,8,11,12,15,10,7,19,9
"YLR256W",21.37,12.39,23.67,23.35,22.29,22.08,35.87,32.71,32.24,41.39,61.06,42.79
"YLR068W",10,4,8,3,0,1.11,2.29,10,8,8,13,8.17
"YLR101C",4.6,7,6.5,2.11,1,3,11.95,7.11,10.5,5.61,7,11.12
"YLR341W",1,2,0,0,0,1,2,2,2,0,4,2
"YLL054C",9,10,16,5,4,2,9,10,10,10.33,5,8
"YLR186W",13.28,19.22,18.33,3.35,1.28,6.4,18.28,28,17.44,16.17,31.11,19.21
"YLR143W",21,21.33,15.33,4,1.17,1,17.33,20,10.33,10.36,23.42,22.28
"YLR368W",8.48,24.16,14.85,12.61,1.66,6.24,8.99,13.67,10.55,15.87,19.28,18.33
"YLR393W",5,7,6,5,0,0,3,4,4,2,5,5
"YLR176C",6.17,4.17,6.89,8.28,7.33,9.57,11.67,6.77,7.24,5.69,7.31,6.57
"YLR126C",1.33,2.17,14.53,1,1.17,13.46,6.33,4,12.33,2.28,3.17,15.77
"YLR099W-A",2,2.23,1.17,0,0,1,2.17,1,3,3,4,0
"YLR423C",5,5,5,7,3,3,2,2,2,2,1,4
"YLR357W",14,8.5,14.5,6.75,4,7,26.5,25,10.75,12.5,30,16.5
"YLR197W",61.95,63.62,75,7.67,6,3,88,109.5,76.92,103.36,116.62,106.58
"ETS1-1",2285.05,2167.64,2286.52,2506.45,1879.02,1932.53,2468.46,2922.58,2165.31,2601.63,3321.38,2856.27
"YLR187W",25.14,24.02,24.97,12.14,7.74,11.86,26.36,20.98,20.46,21.97,20.76,31.52
"RDN5-2",2098.62,2615.38,2358.29,2818.1,1742.96,2012.77,1724.5,1991.97,1333.73,2249.4,2299.47,2050.32
"YLL034C",39.75,32,52,5,10,6,32,40,31,33,48.06,44.5
"YLL023C",16,9,11,19.12,22.11,26,10,6,5,11.25,10.56,5.12
"YLR065C",6,6,12.19,1.17,0.1,4,12,9.29,13.1,9.19,8.26,15.1
"YLL031C",28,18,21.75,6,7,2.7,32,26,24,32,45,40.25
"YLR419W",30,34,32,7,9,8,41,30,39,32,39,40
"YLR149C-A",1,0,1,0,0.5,0,1.5,2,1,1,2.07,4
"YLR294C",4,3,13,10.5,2.5,6,4.5,6.5,8.04,10.5,5,9
"YLR405W",3,9,4.17,2,0,1,10,10,11,5,14,17
"YLR157C-C",2097.19,2614.92,2357.23,2818.07,1742.26,2012.32,1723.34,1990.36,1332.74,2248.57,2297.62,2048.33
"YLR463C",0.8,0.17,0.49,0.2,0.17,0.22,0.15,0.84,1.02,0.32,0.5,0.48
"YLR026C",8.11,12,8,3.19,5,2.62,10.33,7.39,9,9,15.74,11.15
"YLR267W",5.92,3.22,2.68,7.79,7.22,3.44,2.79,7.11,4.36,6.03,7.3,4
"YLR093C",12.28,14.39,7,3,1,1.7,6.78,9.56,7.96,6.56,7.43,12.17
"YLR085C",6.79,6.37,7,1.87,3,0.29,13.46,11.87,8.58,6.17,6,6.58
"YLR246W",917.8,1366.29,1033.47,2701.28,435.29,472.15,680.89,948.93,462.03,916.6,950.12,1001.25
"YLR433C",14,10,11,10,9,6,9.17,5,6,8,8,8
"YLR227C",5.67,2.39,11.46,7.17,2.84,3.33,6.81,5.32,6,6.12,12,3.17
"YLR012C",0.12,0,0,3,0,3,0,0,0,0.33,0.1,0
"YLR111W",0,0,1.07,0,0,0,0.33,0,1,0,0,0.33
"YLR152C",7.72,6.07,3.44,5.34,6.5,8.5,4.11,2.61,2.17,2.22,4.12,2.29
"YLR370C",12,10,18,4,7,10,15,9,10,13,13,20
"YLL026W",232.5,235,225,1137.53,860,813,147,155,128,135.75,154,139
"YLR289W",9.61,13.29,12.06,6.21,2.9,4.24,4.65,6.74,2.83,9.52,7.71,4.95
"YLL066W-B",0,0,0.12,0.12,0,0,0,0,0,0,0,0
"YLR114C",24.15,21.5,32.67,7.44,4.93,5.33,24.5,29.83,21.2,20.53,29.88,34.89
"YLR213C",0.55,1.39,1.85,8.17,1.15,2.42,4.75,2.48,0.6,8.34,4.99,2.4
"YLR146C",9.56,10.31,6.44,3.83,0.22,0.13,8.44,4.78,10.53,5,5.31,10.58
"YLR445W",0,0,0,0,0,0,0,0,0,0,0,0
"RDN18-2",438599.9,422042.41,457529.58,461088.42,342835.91,366934.55,402221.96,472260.4,383240.85,405634.27,506782.83,464192.05
"YLR169W",1.5,2.5,2.12,0.61,0.17,1.25,1.67,1,0.24,2.28,2.11,6
"YLR202C",1.15,2.05,0.5,2.88,1.33,2,0.93,1.75,3.65,2.5,2.92,0
"YLL053C",4.5,5,7,2,1,2,1,1.5,2.5,1,2,2
"YLR333C",44,57,67,2,5,6,64,68,48,49,64,67
"YLR082C",7.06,9.21,4.16,4.17,1.77,1.9,6.27,4.56,2.67,8.1,8.87,6.77
"YLR193C",3,0.28,7,5,1,3.17,4.26,4.33,3.17,3.17,4.17,7.1
"YLL043W",23,23,17,12.25,5,8,17,33,25,20,23,26
"YLR337C",22.58,22,33,34.58,23.5,24.08,21.5,30,25.5,16.5,31.5,24.17
"YLL066W-A",0.72,0.37,0.21,0.21,0.08,0.31,0.62,0.58,0.58,0.27,0.35,0.47
"YLR039C",21.44,13.75,19.98,9.76,7.25,6.1,15.99,17.94,21.1,23.16,21.46,18.46
"YLR457C",2,2,1,6,8.5,1,4.5,2.5,1,4.67,0.5,3
"YLR377C",0,1,0,0,0,0,0,1,1,2,2,1
"YLR104W",6,14,6,2,2.17,2,8,6,8,3.03,3,7
"YLR319C",9,11.04,11.5,3.25,5,4,18,12,7,14.25,20,18
"YLR184W",0,1.11,0.65,0.33,0.33,0.17,0.67,1.33,0.06,0.29,0,1
"YLR317W",1,1,4,0,0.5,0.5,2,3,3,1.5,1.5,1
"YLL003W",9.5,5,10,5,2,1,14.67,12,13.5,10,17.56,15
"YLR004C",2,2.11,3,0.04,2.08,3,5,2.06,5.08,0,2.06,3
"YLR407W",13,12,7,7,4,3,10,10,11,12,15,18.17
"YLR336C",27,21.12,17,24.5,10,14,22,33,19,18,33,37
